name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug,low,high,midpoint,comp_count,comp_names,method
Jonathan Jones,CB,Eagles,Void,42.5,34.0,2000000.0,2000000.0,PHI,CB,jonathan-jones,4.9,9.9,6.6,4,"['Chidobe Awuzie (age 32, $5.0M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)', 'Marlon Humphrey (age 31, $19.5M)']","4 comps at CB, age 31.0-37.0"
Joey Slye,K,Titans,UFA,27.5,31.0,2000000.0,750000.0,TEN,ST,joey-slye,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 28.0-34.0"
Kayode Awosika,RT,Chargers,UFA,26.0,29.0,2000000.0,300000.0,LAC,OL,kayode-awosika,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Jonathan Bullard,IDL,Cowboys,UFA,29.7,34.0,2000000.0,1500000.0,DAL,IDL,jonathan-bullard,5.5,15.7,8.4,15,"['Roy Robertson-Harris (age 34, $4.5M)', 'Grover Stewart (age 34, $13.0M)', 'DeForest Buckner (age 33, $23.0M)', 'Davon Godchaux (age 33, $5.5M)']","15 comps at IDL, age 31.0-37.0"
Christian Izien,S,Lions,UFA,15.9,27.0,2000000.0,1000000.0,DET,S,christian-izien,5.3,14.7,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Corey Bojorquez,P,Browns,UFA,29.5,31.0,2000000.0,937500.0,CLE,ST,corey-bojorquez,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 28.0-34.0"
Deane Leonard,CB,Chargers,UFA,3.5,28.0,2000000.0,1215000.0,LAC,CB,deane-leonard,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
John Jenkins,IDL,Ravens,UFA,46.1,38.0,2000000.0,345000.0,BAL,IDL,john-jenkins,4.4,17.2,8.4,9,"['David Onyemata (age 35, $10.5M)', 'Roy Robertson-Harris (age 34, $4.5M)', 'Grover Stewart (age 34, $13.0M)', 'Nathan Shepherd (age 34, $4.3M)']","9 comps at IDL, age 35.0-41.0"
Quintin Morris,TE,Jaguars,UFA,18.6,28.0,2000000.0,1700000.0,JAX,TE,quintin-morris,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
Stone Forsythe,LT,Panthers,UFA,70.9,30.0,2000000.0,1050000.0,CAR,OL,stone-forsythe,5.5,16.6,11.2,26,"['Jawaan Taylor (age 30, $5.0M)', 'Frank Ragnow (age 30, $14.0M)', 'Aaron Brewer (age 30, $7.0M)', 'Jon Runyan, Jr. (age 30, $10.0M)']","26 comps at OL, age 27.0-33.0"
Sam Ehlinger,QB,Broncos,UFA,0.0,29.0,2000000.0,1000000.0,DEN,QB,sam-ehlinger,36.0,44.0,42.0,13,"['Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)', 'Daniel Jones (age 29, $44.0M)', 'Joe Burrow (age 30, $55.0M)']","13 comps at QB, age 26.0-32.0"
Matt Peart,RT,Broncos,UFA,5.6,30.0,2000000.0,755000.0,DEN,OL,matt-peart,5.0,15.1,10.2,26,"['Jaylon Moore (age 29, $15.0M)', 'Ben Powers (age 31, $13.0M)', 'Jawaan Taylor (age 30, $5.0M)', 'Austin Jackson (age 28, $7.0M)']","26 comps at OL, age 27.0-33.0"
Josh Whyle,TE,Packers,UFA,16.7,28.0,2000000.0,370000.0,GB,TE,josh-whyle,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
L.J. Collier,EDGE,Cardinals,UFA,8.6,32.0,2000000.0,750000.0,ARI,EDGE,lj-collier,5.9,20.4,11.6,15,"['Al-Quadin Muhammad (age 32, $4.0M)', 'Andrew Van Ginkel (age 32, $23.0M)', 'Uchenna Nwosu (age 31, $9.8M)', 'Anthony Nelson (age 30, $5.0M)']","15 comps at EDGE, age 29.0-35.0"
Max Mitchell,LG,Jets,UFA,6.9,28.0,2000000.0,1000000.0,NYJ,OL,max-mitchell,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Rachaad White,RB,Commanders,UFA,50.6,28.0,2000000.0,1715000.0,WAS,RB,rachaad-white,6.4,11.4,9.6,10,"[""D'Andre Swift (age 28, $8.0M)"", 'Jordan Mason (age 28, $5.2M)', 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Nick Scott,S,Panthers,UFA,97.9,32.0,2000000.0,1100000.0,CAR,S,nick-scott,8.0,19.2,9.8,9,"['Derwin James (age 31, $19.0M)', 'Jessie Bates III (age 30, $16.0M)', 'Kevin Byard (age 34, $7.0M)', 'Will Harris (age 32, $4.0M)']","9 comps at S, age 29.0-35.0"
Grant Calcaterra,TE,Eagles,UFA,36.1,29.0,2000000.0,700000.0,PHI,TE,grant-calcaterra,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Keion White,EDGE,49ers,UFA,41.4,28.0,1947543.0,5321683.0,SF,EDGE,keion-white,5.8,22.6,8.5,20,"['Baron Browning (age 28, $7.5M)', 'Arnold Ebiketie (age 28, $4.3M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Quan Martin,S,Commanders,UFA,81.4,27.0,1909456.0,5111995.0,WAS,S,quan-martin,6.4,17.7,11.5,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Jaquan Brisker (age 28, $5.5M)', 'Kyle Hamilton (age 25, $20.6M)']","9 comps at S, age 24.0-30.0"
Blake Gillikin,P,Cardinals,UFA,9.7,29.0,1905000.0,450000.0,ARI,ST,blake-gillikin,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 26.0-32.0"
John Metchie III,WR,Panthers,UFA,42.4,27.0,1900000.0,1000000.0,CAR,WR,john-metchie-iii,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Joey Blount,S,Cardinals,UFA,0.0,29.0,1875000.0,400000.0,ARI,S,joey-blount,4.2,13.8,6.5,11,"['Brandon Jones (age 29, $6.7M)', 'Minkah Fitzpatrick (age 29, $18.4M)', 'Jeremy Chinn (age 29, $8.1M)', 'Malik Hooker (age 31, $5.0M)']","11 comps at S, age 26.0-32.0"
Cody Mauch,RT,Buccaneers,UFA,12.2,28.0,1871368.0,4613240.0,TB,OL,cody-mauch,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Chad Ryland,K,Cardinals,UFA,33.3,28.0,1850000.0,475000.0,ARI,ST,chad-ryland,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 25.0-31.0"
Devin Duvernay,WR,Cardinals,UFA,3.5,30.0,1850000.0,550000.0,ARI,WR,devin-duvernay,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Keeanu Benton,IDL,Steelers,UFA,64.1,26.0,1833281.0,4279836.0,PIT,IDL,keeanu-benton,8.8,23.2,17.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","6 comps at IDL, age 23.0-29.0"
Josh Harris,LS,Chargers,UFA,16.0,38.0,1815000.0,1815000.0,LAC,ST,josh-harris,4.1,4.5,4.2,3,"['Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Justin Tucker (age 37, $6.0M)']","3 comps at ST, age 35.0-41.0"
Kaiir Elam,CB,Chiefs,UFA,49.0,26.0,1810000.0,500000.0,KC,CB,kaiir-elam,5.5,18.0,13.4,11,"['Patrick Surtain II (age 26, $24.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Sauce Gardner (age 25, $30.1M)']","11 comps at CB, age 23.0-29.0"
Kader Kohou,CB,Chiefs,UFA,0.0,29.0,1810000.0,1810000.0,KC,CB,kader-kohou,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Isiah Pacheco,RB,Lions,UFA,38.1,28.0,1810000.0,1810000.0,DET,RB,isiah-pacheco,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Noah Igbinoghene,CB,Seahawks,UFA,32.7,28.0,1810000.0,750000.0,SEA,CB,noah-igbinoghene,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Dareke Young,WR,Raiders,UFA,4.9,28.0,1802000.0,800000.0,LV,WR,dareke-young,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Teddy Bridgewater,QB,Lions,UFA,3.1,35.0,1800000.0,1587500.0,DET,QB,teddy-bridgewater,5.6,42.4,26.7,5,"['Marcus Mariota (age 34, $7.0M)', 'Jacoby Brissett (age 35, $6.2M)', 'Dak Prescott (age 33, $60.0M)', 'Jared Goff (age 32, $53.0M)']","5 comps at QB, age 32.0-38.0"
Samaje Perine,RB,Bengals,UFA,31.1,32.0,1800000.0,400000.0,CIN,RB,samaje-perine,6.8,14.6,11.3,6,"['Alvin Kamara (age 32, $12.2M)', 'Aaron Jones (age 33, $5.6M)', 'Derrick Henry (age 32, $16.0M)', 'Tony Pollard (age 30, $7.2M)']","6 comps at RB, age 29.0-35.0"
Miles Killebrew,S,Buccaneers,UFA,0.0,34.0,1790000.0,490000.0,TB,S,miles-killebrew,3.8,8.0,4.8,4,"['Will Harris (age 32, $4.0M)', 'Kevin Byard (age 34, $7.0M)', 'Malik Hooker (age 31, $5.0M)', 'Derwin James (age 31, $19.0M)']","4 comps at S, age 31.0-37.0"
Brandon Pili,IDL,Seahawks,UFA,13.4,28.0,1765000.0,750000.0,SEA,IDL,brandon-pili,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Robert Jones,RG,49ers,UFA,0.0,28.0,1750000.0,1640000.0,SF,OL,robert-jones,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Dyami Brown,WR,Commanders,UFA,31.0,28.0,1750000.0,250000.0,WAS,WR,dyami-brown,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Esezi Otomewo,EDGE,Steelers,UFA,14.9,28.0,1750000.0,187500.0,PIT,EDGE,esezi-otomewo,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Andrew DePaola,LS,Vikings,UFA,29.8,40.0,1725000.0,1725000.0,MIN,ST,andrew-depaola,4.1,4.5,4.2,3,"['Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Justin Tucker (age 37, $6.0M)']","3 comps at ST, age 37.0-43.0"
Brevin Jordan,TE,Texans,UFA,0.0,27.0,1720000.0,200000.0,HOU,TE,brevin-jordan,4.0,10.3,7.1,8,"['Tommy Tremble (age 27, $5.2M)', 'Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Kyle Pitts (age 27, $15.0M)']","8 comps at TE, age 24.0-30.0"
Zach Charbonnet,RB,Seahawks,UFA,45.4,26.0,1719020.0,3813333.0,SEA,RB,zach-charbonnet,6.4,11.2,9.6,9,"['Breece Hall (age 26, $14.3M)', 'James Cook (age 26, $12.0M)', 'Kyren Williams (age 26, $8.0M)', 'Jordan Mason (age 28, $5.2M)']","9 comps at RB, age 23.0-29.0"
James Winchester,LS,Chiefs,UFA,30.6,38.0,1700000.0,1700000.0,KC,ST,james-winchester,4.1,4.5,4.2,3,"['Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Justin Tucker (age 37, $6.0M)']","3 comps at ST, age 35.0-41.0"
Brenton Cox Jr.,EDGE,Packers,UFA,7.1,27.0,1695000.0,250000.0,GB,EDGE,brenton-cox-jr,5.0,22.6,8.8,17,"['Tyree Wilson (age 27, $6.3M)', 'Kingsley Enagbare (age 27, $9.0M)', 'Kayvon Thibodeaux (age 27, $7.8M)', 'Arnold Ebiketie (age 28, $4.3M)']","17 comps at EDGE, age 24.0-30.0"
Gervon Dexter,IDL,Bears,UFA,62.0,27.0,1680933.0,3695612.0,CHI,IDL,gervon-dexter,11.5,22.4,22.4,5,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)']","5 comps at IDL, age 24.0-30.0"
James Mitchell,TE,Panthers,UFA,4.4,28.0,1655000.0,590000.0,CAR,TE,james-mitchell,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
Ko Kieft,TE,Buccaneers,UFA,2.6,29.0,1650000.0,600000.0,TB,TE,ko-kieft,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
Khalil Dorsey,CB,Lions,UFA,3.3,29.0,1650000.0,300000.0,DET,CB,khalil-dorsey,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Tuli Tuipulotu,EDGE,Chargers,UFA,72.2,25.0,1642846.0,3577887.0,LAC,EDGE,tuli-tuipulotu,7.9,28.7,10.1,10,"['Aidan Hutchinson (age 26, $45.0M)', 'Brian Burns (age 28, $28.2M)', 'Josh Hines-Allen (age 28, $28.2M)', 'Kayvon Thibodeaux (age 27, $7.8M)']","10 comps at EDGE, age 22.0-28.0"
Nate Adkins,TE,Broncos,UFA,17.5,28.0,1635000.0,300000.0,DEN,TE,nate-adkins,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
Rashee Rice,WR,Chiefs,UFA,37.3,27.0,1623805.0,3519033.0,KC,WR,rashee-rice,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Ian Thomas,TE,Raiders,UFA,32.0,31.0,1615000.0,612500.0,LV,TE,ian-thomas,5.6,9.2,7.2,9,"['Charlie Woerner (age 30, $4.0M)', 'Brock Wright (age 29, $4.0M)', 'Mark Andrews (age 31, $14.0M)', 'Evan Engram (age 33, $11.5M)']","9 comps at TE, age 28.0-34.0"
Tyrique Stevenson,CB,Bears,UFA,54.8,27.0,1612376.0,3483707.0,CHI,CB,tyrique-stevenson,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Matt Gay,K,Raiders,UFA,25.4,33.0,1600000.0,1350000.0,LV,ST,matt-gay,4.0,4.8,4.2,5,"['Chase McLaughlin (age 31, $4.1M)', 'Chris Boswell (age 36, $5.0M)', 'Jason Myers (age 36, $5.3M)', 'Harrison Butker (age 31, $6.4M)']","5 comps at ST, age 30.0-36.0"
Emanuel Wilson,RB,Seahawks,UFA,31.0,28.0,1595000.0,550000.0,SEA,RB,emanuel-wilson,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
John Michael Schmitz,C,Giants,UFA,68.5,28.0,1593334.0,3424849.0,NYG,OL,john-michael-schmitz,5.8,16.8,11.1,24,"['Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)', 'Andrew Thomas (age 28, $28.0M)', 'Landon Dickerson (age 28, $21.0M)']","24 comps at OL, age 25.0-31.0"
Jalen Davis,CB,Bengals,UFA,24.8,31.0,1575000.0,100000.0,CIN,CB,jalen-davis,4.4,15.2,8.0,13,"['Chidobe Awuzie (age 32, $5.0M)', 'Marlon Humphrey (age 31, $19.5M)', 'Donte Jackson (age 32, $6.5M)', 'Kenny Moore (age 32, $10.0M)']","13 comps at CB, age 28.0-34.0"
Luke Schoonmaker,TE,Cowboys,UFA,33.0,29.0,1566670.0,3342433.0,DAL,TE,luke-schoonmaker,4.2,11.2,6.0,9,"['Brock Wright (age 29, $4.0M)', 'Charlie Woerner (age 30, $4.0M)', 'Colby Parkinson (age 28, $7.5M)', 'T.J. Hockenson (age 30, $10.2M)']","9 comps at TE, age 26.0-32.0"
O'Cyrus Torrence,RG,Bills,UFA,99.7,27.0,1555245.0,3307120.0,BUF,OL,ocyrus-torrence,7.7,23.2,13.5,20,"['Rasheed Walker (age 27, $4.0M)', 'Ikem Ekwonu (age 27, $6.9M)', 'Creed Humphrey (age 27, $18.0M)', 'Tristan Wirfs (age 28, $28.1M)']","20 comps at OL, age 24.0-30.0"
Christian Rozeboom,LB,Buccaneers,UFA,77.9,30.0,1550000.0,950000.0,TB,LB,christian-rozeboom,7.8,15.6,9.1,12,"['Roquan Smith (age 30, $20.0M)', 'Fred Warner (age 30, $21.0M)', 'Foyesade Oluokun (age 30, $15.0M)', 'Jordyn Brooks (age 30, $8.8M)']","12 comps at LB, age 27.0-33.0"
Marcus Epps,S,Eagles,Void,22.2,31.0,1550000.0,125000.0,PHI,S,marcus-epps,4.9,13.8,6.5,11,"['Malik Hooker (age 31, $5.0M)', 'Will Harris (age 32, $4.0M)', 'Derwin James (age 31, $19.0M)', 'Brandon Jones (age 29, $6.7M)']","11 comps at S, age 28.0-34.0"
D.J. Turner,CB,Bengals,UFA,89.4,27.0,1540010.0,3260030.0,CIN,CB,dj-turner,6.5,23.0,16.1,14,"['Greg Newsome II (age 27, $8.0M)', ""Ja'Quan McMillian (age 27, $5.8M)"", 'Jaylon Johnson (age 28, $19.0M)', 'Patrick Surtain II (age 26, $24.0M)']","14 comps at CB, age 24.0-30.0"
Brenton Strange,TE,Jaguars,UFA,51.4,27.0,1528586.0,3224717.0,JAX,TE,brenton-strange,4.0,10.3,7.1,8,"['Tommy Tremble (age 27, $5.2M)', 'Colby Parkinson (age 28, $7.5M)', 'Kyle Pitts (age 27, $15.0M)', 'Trey McBride (age 26, $16.5M)']","8 comps at TE, age 24.0-30.0"
Juice Scruggs,C,Lions,UFA,30.3,27.0,1524777.0,3212948.0,DET,OL,juice-scruggs,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Marvin Mims,WR,Broncos,UFA,33.2,25.0,1517159.0,3189399.0,DEN,WR,marvin-mims,20.0,26.0,22.8,17,"['Jameson Williams (age 25, $26.7M)', 'Drake London (age 26, $5.4M)', 'Christian Watson (age 28, $11.0M)', 'Jaxon Smith-Njigba (age 24, $42.1M)']","17 comps at WR, age 22.0-28.0"
Martin Emerson,CB,Saints,UFA,0.0,27.0,1515000.0,650000.0,NO,CB,martin-emerson,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Calvin Austin III,WR,Giants,UFA,43.3,28.0,1500000.0,450000.0,NYG,WR,calvin-austin-iii,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Johnny Mundt,TE,Eagles,Void,33.8,33.0,1500000.0,750000.0,PHI,TE,johnny-mundt,6.4,10.2,8.2,7,"['Evan Engram (age 33, $11.5M)', 'Hunter Henry (age 33, $9.0M)', 'George Kittle (age 33, $19.1M)', 'Dallas Goedert (age 32, $7.0M)']","7 comps at TE, age 30.0-36.0"
DeAngelo Malone,EDGE,Falcons,UFA,1.7,28.0,1500000.0,215000.0,ATL,EDGE,deangelo-malone,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Jake Moody,K,Commanders,UFA,18.8,28.0,1500000.0,125000.0,WAS,ST,jake-moody,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 25.0-31.0"
Dawand Jones,RT,Browns,UFA,13.2,26.0,1500000.0,1245000.0,CLE,OL,dawand-jones,5.5,16.7,11.0,14,"['Broderick Jones (age 26, $4.2M)', 'Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Penei Sewell (age 25, $28.0M)']","14 comps at OL, age 23.0-29.0"
Tony Jefferson,S,Chargers,UFA,48.3,35.0,1500000.0,1400000.0,LAC,S,tony-jefferson,4.0,12.8,5.6,5,"['Will Harris (age 32, $4.0M)', 'Kevin Byard (age 34, $7.0M)', 'Malik Hooker (age 31, $5.0M)', 'Derwin James (age 31, $19.0M)']","5 comps at S, age 32.0-38.0"
Jonathan Ford,IDL,Packers,UFA,11.6,29.0,1500000.0,100000.0,GB,IDL,jonathan-ford,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Tycen Anderson,S,Broncos,UFA,5.9,28.0,1500000.0,650000.0,DEN,S,tycen-anderson,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
Josh Johnson,QB,Bengals,UFA,13.1,41.0,1500000.0,200000.0,CIN,QB,josh-johnson,8.0,17.3,10.7,4,"['Joe Flacco (age 42, $6.0M)', 'Kirk Cousins (age 39, $11.3M)', 'Matt Stafford (age 39, $40.0M)', 'Aaron Rodgers (age 44, $15.5M)']","4 comps at QB, age 38.0-44.0"
Storm Norton,RT,Falcons,UFA,0.0,33.0,1500000.0,500000.0,ATL,OL,storm-norton,4.1,12.6,6.8,18,"['Trent Brown (age 34, $5.5M)', 'Laremy Tunsil (age 33, $24.0M)', 'Ben Powers (age 31, $13.0M)', ""Brian O'Neill (age 32, $18.5M)""]","18 comps at OL, age 30.0-36.0"
Matt Pryor,C,Cardinals,UFA,11.6,33.0,1487500.0,187500.0,ARI,OL,matt-pryor,4.1,12.6,6.8,18,"['Trent Brown (age 34, $5.5M)', 'Laremy Tunsil (age 33, $24.0M)', 'Ben Powers (age 31, $13.0M)', ""Brian O'Neill (age 32, $18.5M)""]","18 comps at OL, age 30.0-36.0"
Darnell Savage Jr.,S,Steelers,UFA,24.2,30.0,1487500.0,187500.0,PIT,S,darnell-savage-jr,4.2,13.8,6.5,11,"['Malik Hooker (age 31, $5.0M)', 'Will Harris (age 32, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jessie Bates III (age 30, $16.0M)']","11 comps at S, age 27.0-33.0"
Jerry Tillery,IDL,Colts,UFA,36.2,31.0,1487500.0,937500.0,IND,IDL,jerry-tillery,5.8,18.0,9.2,19,"['Harrison Phillips (age 31, $7.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Maliek Collins (age 32, $10.0M)', 'Daron Payne (age 30, $22.5M)']","19 comps at IDL, age 28.0-34.0"
